,State Name,County Name,PERCENT_MALE,PERCENT_FEMALE,Age 16 to 24,Age 25 to 34,Age 35 to 54,Age 55 and Up
373,Florida,Putnam County,49.53,50.47,10.48,11.32,21.29,39.19
374,Florida,St. Johns County,48.72,51.28,10.94,9.56,26.95,34.94
375,Florida,St. Lucie County,48.78,51.22,10.53,11.44,23.08,38.8
376,Florida,Santa Rosa County,50.97,49.03,11.4,13.86,26.33,30.41
377,Florida,Sarasota County,47.63,52.37,8.24,8.42,19.06,52.88
378,Florida,Seminole County,48.36,51.64,11.9,14.63,27.44,28.94
379,Florida,Sumter County,49.73,50.27,4.05,5.87,12.45,71.72
380,Florida,Suwannee County,51.45,48.55,11.13,12.39,22.88,36.18
381,Florida,Taylor County,54.3,45.7,10.39,14.53,24.31,34.17
382,Florida,Union County,64.6,35.4,11.75,15.29,26.85,29.61
383,Florida,Volusia County,48.76,51.24,10.94,11.82,22.48,40.25
384,Florida,Wakulla County,54.06,45.94,10.71,13.97,28.5,29.9
385,Florida,Walton County,50.48,49.52,9.23,11.94,25.39,36.25
386,Florida,Washington County,54.15,45.85,11.93,14.29,26.3,30.99
387,Georgia,Appling County,49.8,50.2,12.11,11.66,24.26,31.26
388,Georgia,Atkinson County,50.78,49.22,13.83,12.8,24.94,26.86
389,Georgia,Bacon County,48.86,51.14,12.82,12.21,25.51,28.48
390,Georgia,Baker County,49.18,50.82,10.83,10.7,22.35,40.03
391,Georgia,Baldwin County,50.65,49.35,21.81,11.73,21.76,29.37
392,Georgia,Banks County,50.82,49.18,12.34,11.59,26.41,31.63
393,Georgia,Barrow County,49.05,50.95,12.42,14.72,27.12,24.36
394,Georgia,Bartow County,49.35,50.65,12.5,13.82,26.55,27.58
395,Georgia,Ben Hill County,47.22,52.78,12.04,12.0,23.98,31.47
396,Georgia,Berrien County,49.33,50.67,12.16,12.64,24.65,30.9
397,Georgia,Bibb County,46.79,53.21,14.35,13.86,23.0,28.52
398,Georgia,Bleckley County,47.74,52.26,19.23,11.68,22.63,30.38
399,Georgia,Brantley County,49.69,50.31,11.95,12.45,25.52,31.08
400,Georgia,Brooks County,48.63,51.37,10.74,12.06,23.65,35.6
401,Georgia,Bryan County,49.24,50.76,12.32,14.18,28.29,20.72
402,Georgia,Bulloch County,49.04,50.96,27.32,13.79,20.64,21.73
403,Georgia,Burke County,47.57,52.43,12.7,12.35,23.54,30.26
404,Georgia,Butts County,52.86,47.14,12.86,14.82,26.66,28.65
405,Georgia,Calhoun County,60.54,39.46,12.68,15.11,29.55,29.18
406,Georgia,Camden County,51.4,48.6,15.06,16.58,21.93,25.9
407,Georgia,Candler County,48.85,51.15,12.28,12.03,23.69,31.42
408,Georgia,Carroll County,48.7,51.3,16.97,13.52,24.52,25.55
409,Georgia,Catoosa County,48.51,51.49,11.92,12.1,26.38,31.29
410,Georgia,Charlton County,58.41,41.59,12.07,17.2,26.97,28.26
411,Georgia,Chatham County,48.05,51.95,14.2,16.24,23.86,28.13
412,Georgia,Chattahoochee County,64.01,35.99,28.81,25.34,16.01,9.2
413,Georgia,Chattooga County,50.96,49.04,12.15,12.93,25.14,31.21
414,Georgia,Cherokee County,49.23,50.77,12.6,11.92,28.54,27.48
415,Georgia,Clarke County,47.39,52.61,28.26,16.55,20.34,20.28
416,Georgia,Clay County,46.75,53.25,9.81,10.2,20.78,43.01
417,Georgia,Clayton County,46.71,53.29,14.22,15.96,25.79,20.85
418,Georgia,Clinch County,48.34,51.66,12.21,12.96,24.61,29.03
419,Georgia,Cobb County,48.47,51.53,13.06,14.77,28.02,25.01
420,Georgia,Coffee County,51.36,48.64,13.8,14.64,25.63,25.51
421,Georgia,Colquitt County,49.39,50.61,12.85,12.97,25.17,27.54
422,Georgia,Columbia County,48.83,51.17,12.24,13.9,27.13,26.0
423,Georgia,Cook County,48.0,52.0,12.79,12.21,25.1,29.17
424,Georgia,Coweta County,48.69,51.31,12.64,12.48,27.85,27.43
425,Georgia,Crawford County,50.52,49.48,10.96,12.24,24.04,36.36
426,Georgia,Crisp County,47.42,52.58,12.03,11.68,23.65,32.89
427,Georgia,Dade County,49.13,50.87,14.9,11.42,23.38,34.48
428,Georgia,Dawson County,49.38,50.62,11.49,12.33,25.01,34.77
429,Georgia,Decatur County,48.5,51.5,13.21,12.6,24.39,29.72
430,Georgia,DeKalb County,47.21,52.79,11.83,16.84,27.1,24.75
431,Georgia,Dodge County,52.14,47.86,11.38,13.25,27.04,32.4
432,Georgia,Dooly County,54.58,45.42,11.25,12.27,27.08,36.33
433,Georgia,Dougherty County,45.95,54.05,15.47,13.37,22.53,28.81
434,Georgia,Douglas County,47.43,52.57,14.04,12.86,28.15,24.1
435,Georgia,Early County,46.64,53.36,12.52,11.19,23.38,32.53
436,Georgia,Echols County,51.8,48.2,12.11,14.53,25.46,25.99
437,Georgia,Effingham County,49.62,50.38,12.29,14.14,27.58,24.01
438,Georgia,Elbert County,47.56,52.44,10.69,12.35,23.14,35.54
439,Georgia,Emanuel County,49.56,50.44,12.81,13.35,23.88,29.09
440,Georgia,Evans County,48.45,51.55,12.71,12.49,23.91,29.11
441,Georgia,Fannin County,48.55,51.45,8.85,8.9,20.69,48.35
442,Georgia,Fayette County,48.45,51.55,13.71,8.97,25.72,33.72
443,Georgia,Floyd County,48.42,51.58,14.0,13.09,24.38,29.56
444,Georgia,Forsyth County,49.58,50.42,12.75,9.55,32.37,23.59
445,Georgia,Franklin County,48.98,51.02,13.53,12.57,23.08,32.78
446,Georgia,Fulton County,48.36,51.64,13.74,17.31,27.8,23.41
447,Georgia,Gilmer County,49.99,50.01,9.94,9.51,22.99,41.85
448,Georgia,Glascock County,49.48,50.52,12.32,10.7,27.2,32.35
449,Georgia,Glynn County,46.98,53.02,11.79,11.92,23.64,35.11
450,Georgia,Gordon County,49.34,50.66,13.2,12.59,26.97,27.88
451,Georgia,Grady County,48.31,51.69,11.9,11.31,24.28,31.93
452,Georgia,Greene County,48.85,51.15,9.28,9.27,20.41,45.29
453,Georgia,Gwinnett County,48.78,51.22,14.06,13.23,28.77,22.25
454,Georgia,Habersham County,47.75,52.25,13.21,12.46,24.17,31.71
455,Georgia,Hall County,49.73,50.27,13.63,13.0,25.55,27.46
456,Georgia,Hancock County,55.99,44.01,10.76,14.51,23.79,38.7
457,Georgia,Haralson County,48.57,51.43,12.24,13.04,25.97,28.95
458,Georgia,Harris County,50.07,49.93,11.61,10.59,26.24,34.29
459,Georgia,Hart County,49.53,50.47,11.1,11.39,23.76,36.66
460,Georgia,Heard County,50.01,49.99,12.1,12.48,24.89,32.18
461,Georgia,Henry County,47.61,52.39,14.53,12.48,28.47,24.33
462,Georgia,Houston County,48.36,51.64,12.95,14.59,25.65,25.52
463,Georgia,Irwin County,52.76,47.24,13.13,14.27,25.76,29.94
464,Georgia,Jackson County,49.43,50.57,11.9,13.14,27.38,26.7
465,Georgia,Jasper County,49.13,50.87,11.7,11.59,24.97,32.72
466,Georgia,Jeff Davis County,49.41,50.59,12.94,12.05,24.75,28.74
467,Georgia,Jefferson County,48.36,51.64,12.15,12.72,23.81,32.27
468,Georgia,Jenkins County,53.24,46.76,13.52,14.87,24.71,30.47
469,Georgia,Johnson County,56.5,43.5,11.29,13.41,27.68,32.27
470,Georgia,Jones County,48.37,51.63,12.48,11.27,25.93,32.1
471,Georgia,Lamar County,47.8,52.2,16.55,12.96,22.97,30.21
472,Georgia,Lanier County,50.65,49.35,11.88,15.17,25.55,27.38
473,Georgia,Laurens County,47.31,52.69,12.11,12.38,24.4,30.79
474,Georgia,Lee County,50.23,49.77,12.44,13.0,28.12,24.83
475,Georgia,Liberty County,50.2,49.8,16.76,19.61,19.8,18.97
476,Georgia,Lincoln County,48.57,51.43,9.75,11.55,21.56,41.48
477,Georgia,Long County,50.45,49.55,12.78,15.95,27.17,21.2
478,Georgia,Lowndes County,48.26,51.74,20.01,15.15,21.49,22.87
479,Georgia,Lumpkin County,49.56,50.44,22.26,11.26,20.99,31.34
480,Georgia,McDuffie County,46.87,53.13,12.08,12.2,22.86,32.0
481,Georgia,McIntosh County,48.6,51.4,9.38,10.58,22.31,44.84
482,Georgia,Macon County,54.71,45.29,12.61,15.27,24.65,32.28
483,Georgia,Madison County,49.44,50.56,11.62,12.62,25.37,31.52
484,Georgia,Marion County,49.6,50.4,10.89,11.02,23.35,37.78
485,Georgia,Meriwether County,47.87,52.13,11.65,11.86,22.88,35.97
486,Georgia,Miller County,47.83,52.17,11.21,11.14,22.84,35.9
487,Georgia,Mitchell County,51.72,48.28,12.13,13.28,25.5,30.13
488,Georgia,Monroe County,49.76,50.24,12.1,11.85,25.53,34.07
489,Georgia,Montgomery County,50.73,49.27,15.96,12.66,24.18,30.69
490,Georgia,Morgan County,48.04,51.96,11.65,10.68,24.56,34.68
491,Georgia,Murray County,49.27,50.73,12.94,12.8,26.12,28.12
492,Georgia,Muscogee County,48.6,51.4,13.47,16.26,23.96,25.3
493,Georgia,Newton County,47.12,52.88,14.43,12.76,26.67,25.13
494,Georgia,Oconee County,49.07,50.93,13.1,8.99,28.27,28.45
495,Georgia,Oglethorpe County,49.72,50.28,11.21,12.45,25.17,34.15
496,Georgia,Paulding County,48.74,51.26,13.14,13.81,29.37,22.5
497,Georgia,Peach County,48.15,51.85,17.37,12.31,22.6,30.42
498,Georgia,Pickens County,48.93,51.07,10.57,11.57,23.84,37.94
499,Georgia,Pierce County,49.51,50.49,11.99,11.89,25.74,30.2
500,Georgia,Pike County,48.81,51.19,12.99,11.78,27.39,29.56
501,Georgia,Polk County,48.91,51.09,12.69,13.35,24.47,28.51
502,Georgia,Pulaski County,42.99,57.01,10.96,12.25,25.47,36.69
503,Georgia,Putnam County,48.62,51.38,10.21,10.75,22.46,40.41
504,Georgia,Quitman County,47.72,52.28,8.83,8.44,19.79,47.28
505,Georgia,Rabun County,48.82,51.18,10.06,10.39,22.22,44.16
506,Georgia,Randolph County,46.34,53.66,11.97,10.4,20.01,40.35
507,Georgia,Richmond County,48.5,51.5,14.73,16.63,22.48,27.01
508,Georgia,Rockdale County,47.04,52.96,13.72,12.19,25.62,28.86
509,Georgia,Schley County,47.75,52.25,13.03,10.5,27.01,30.28
510,Georgia,Screven County,49.69,50.31,11.11,13.13,23.55,34.76
511,Georgia,Seminole County,48.01,51.99,11.0,10.78,22.55,38.68
512,Georgia,Spalding County,48.04,51.96,11.79,13.8,23.77,31.01
513,Georgia,Stephens County,48.24,51.76,13.18,11.62,23.0,33.42
514,Georgia,Stewart County,68.27,31.73,14.74,26.11,25.19,24.72
515,Georgia,Sumter County,46.83,53.17,17.45,11.97,22.08,29.55
516,Georgia,Talbot County,47.54,52.46,9.12,10.51,22.7,44.04
517,Georgia,Taliaferro County,48.73,51.27,8.2,11.0,22.64,44.05
518,Georgia,Tattnall County,57.34,42.66,12.76,16.07,27.19,27.11
519,Georgia,Taylor County,47.63,52.37,10.95,11.85,24.85,36.17
520,Georgia,Telfair County,58.68,41.32,10.56,15.44,29.06,31.92
521,Georgia,Terrell County,47.57,52.43,11.96,12.71,21.98,34.17
522,Georgia,Thomas County,47.27,52.73,11.81,12.05,23.98,32.39
523,Georgia,Tift County,48.43,51.57,14.94,13.35,23.79,27.22
524,Georgia,Toombs County,47.33,52.67,12.85,12.49,23.52,29.31
525,Georgia,Towns County,47.57,52.43,15.63,7.6,16.32,49.87
526,Georgia,Treutlen County,49.69,50.31,12.98,13.03,22.9,32.0
527,Georgia,Troup County,47.79,52.21,13.73,13.74,24.52,27.9
528,Georgia,Turner County,48.25,51.75,12.9,12.56,22.25,31.62
529,Georgia,Twiggs County,48.9,51.1,9.16,11.61,22.99,40.2
530,Georgia,Union County,48.42,51.58,8.8,8.24,19.34,51.09
531,Georgia,Upson County,47.41,52.59,11.6,12.45,24.1,32.91
532,Georgia,Walker County,49.18,50.82,11.54,12.17,25.67,32.96
533,Georgia,Walton County,48.83,51.17,12.81,12.43,26.58,28.3
534,Georgia,Ware County,49.86,50.14,12.07,13.67,23.72,30.06
535,Georgia,Warren County,47.3,52.7,10.58,11.4,22.8,39.09
536,Georgia,Washington County,51.1,48.9,11.64,13.67,24.39,32.17
537,Georgia,Wayne County,51.24,48.76,11.82,13.61,25.97,28.47
538,Georgia,Webster County,49.67,50.33,12.31,9.7,23.67,39.66
539,Georgia,Wheeler County,64.39,35.61,13.04,18.14,28.77,26.2
540,Georgia,White County,48.69,51.31,12.79,10.64,22.79,37.85
541,Georgia,Whitfield County,49.75,50.25,13.95,13.34,25.65,25.92
542,Georgia,Wilcox County,59.84,40.16,11.67,15.18,27.11,30.17
543,Georgia,Wilkes County,47.75,52.25,11.24,10.47,22.06,38.97
544,Georgia,Wilkinson County,48.05,51.95,11.78,10.7,23.29,35.68
545,Georgia,Worth County,47.94,52.06,11.48,12.38,23.61,34.33
546,Hawaii,Hawaii County,49.45,50.55,10.38,11.71,23.47,36.47
547,Hawaii,Honolulu County,50.23,49.77,12.36,15.09,24.64,30.13
548,Hawaii,Kalawao County,47.67,52.33,0.0,5.81,25.58,68.6
549,Hawaii,Kauai County,49.38,50.62,10.27,12.05,24.91,34.65
550,Hawaii,Maui County,49.63,50.37,10.26,12.32,26.34,33.06
551,Idaho,Ada County,50.07,49.93,12.76,14.3,26.89,27.05
552,Idaho,Adams County,51.4,48.6,7.66,8.45,19.12,50.72
553,Idaho,Bannock County,49.71,50.29,14.67,14.58,23.34,25.94
554,Idaho,Bear Lake County,50.11,49.89,11.69,10.84,21.13,34.3
555,Idaho,Benewah County,51.36,48.64,10.34,9.77,22.25,39.4
556,Idaho,Bingham County,49.8,50.2,13.74,12.07,22.78,26.18
557,Idaho,Blaine County,50.24,49.76,11.15,10.72,25.41,35.8
558,Idaho,Boise County,52.05,47.95,9.0,7.98,23.36,47.27
559,Idaho,Bonner County,49.95,50.05,9.49,9.5,22.63,42.3
560,Idaho,Bonneville County,49.93,50.07,13.32,13.89,23.2,24.12
561,Idaho,Boundary County,50.19,49.81,11.29,9.01,22.78,37.88
562,Idaho,Butte County,50.98,49.02,11.74,8.89,20.22,39.51
563,Idaho,Camas County,51.08,48.92,8.86,6.42,25.41,40.78
564,Idaho,Canyon County,49.63,50.37,14.16,13.67,24.16,24.82
565,Idaho,Caribou County,51.03,48.97,12.38,10.8,23.19,29.7
566,Idaho,Cassia County,50.85,49.15,14.4,12.12,22.09,25.26
567,Idaho,Clark County,51.12,48.88,13.37,11.36,25.21,31.83
568,Idaho,Clearwater County,55.23,44.77,9.32,10.7,22.76,45.0
569,Idaho,Custer County,51.1,48.9,8.02,9.02,21.04,47.9
570,Idaho,Elmore County,52.4,47.6,15.12,16.88,20.77,25.58
571,Idaho,Franklin County,51.32,48.68,14.82,10.78,23.31,25.77
572,Idaho,Fremont County,52.36,47.64,14.42,11.44,23.77,30.79
573,Idaho,Gem County,50.28,49.72,10.95,10.54,22.59,37.21
574,Idaho,Gooding County,50.91,49.09,12.77,11.64,22.64,30.5
575,Idaho,Idaho County,52.35,47.65,10.04,8.69,20.26,45.11
576,Idaho,Jefferson County,51.14,48.86,13.94,11.69,24.07,22.15
577,Idaho,Jerome County,51.28,48.72,12.99,13.43,23.51,24.39
578,Idaho,Kootenai County,49.49,50.51,11.28,12.93,24.04,33.06
579,Idaho,Latah County,50.78,49.22,25.92,14.31,19.88,24.42
580,Idaho,Lemhi County,50.53,49.47,8.52,8.82,20.01,47.27
581,Idaho,Lewis County,50.91,49.09,10.21,8.73,20.19,43.64
582,Idaho,Lincoln County,51.79,48.21,14.44,12.17,25.08,26.48
583,Idaho,Madison County,50.69,49.31,35.48,15.4,13.42,13.16
584,Idaho,Minidoka County,49.96,50.04,12.9,12.92,21.78,28.09
585,Idaho,Nez Perce County,49.33,50.67,12.11,13.23,23.04,33.91
586,Idaho,Oneida County,50.14,49.86,11.76,8.98,21.72,34.21
587,Idaho,Owyhee County,51.14,48.86,13.12,11.19,23.28,31.79
588,Idaho,Payette County,50.02,49.98,12.22,11.64,23.34,31.42
589,Idaho,Power County,50.32,49.68,13.44,12.32,20.31,28.16
590,Idaho,Shoshone County,50.26,49.74,10.12,11.23,22.13,39.39
591,Idaho,Teton County,52.48,47.52,10.43,13.0,30.98,25.51
592,Idaho,Twin Falls County,49.29,50.71,12.63,14.05,23.21,27.11
593,Idaho,Valley County,51.9,48.1,8.2,9.92,24.25,42.46
594,Idaho,Washington County,49.78,50.22,11.57,8.62,21.0,40.6
595,Illinois,Adams County,49.26,50.74,11.34,12.05,23.01,34.75
596,Illinois,Alexander County,48.57,51.43,9.6,10.05,22.63,39.47
597,Illinois,Bond County,51.92,48.08,11.13,13.9,25.45,34.15
598,Illinois,Boone County,49.99,50.01,13.95,10.87,26.33,29.29
599,Illinois,Brown County,64.26,35.74,13.2,19.41,28.43,25.63
600,Illinois,Bureau County,49.05,50.95,11.38,10.71,23.66,37.25
601,Illinois,Calhoun County,50.28,49.72,9.75,9.62,23.51,40.37
602,Illinois,Carroll County,49.81,50.19,10.29,10.37,22.38,41.2
603,Illinois,Cass County,50.1,49.9,12.09,11.09,24.95,31.71
604,Illinois,Champaign County,49.68,50.32,25.85,14.13,20.66,23.71
605,Illinois,Christian County,50.89,49.11,11.19,12.22,24.95,35.1
606,Illinois,Clark County,49.54,50.46,11.08,11.35,24.26,34.78
607,Illinois,Clay County,49.54,50.46,10.77,11.48,23.52,35.33
608,Illinois,Clinton County,51.78,48.22,11.09,13.23,25.57,32.67
609,Illinois,Coles County,48.57,51.43,19.92,13.15,21.61,30.57
610,Illinois,Cook County,48.56,51.44,12.29,16.33,25.97,27.4
611,Illinois,Crawford County,52.48,47.52,10.48,13.72,25.3,33.9
612,Illinois,Cumberland County,49.77,50.23,10.35,11.4,24.12,35.62
613,Illinois,DeKalb County,49.64,50.36,22.9,13.3,21.92,24.12
614,Illinois,De Witt County,49.66,50.34,10.99,11.57,24.97,35.39
615,Illinois,Douglas County,49.67,50.33,12.3,12.33,23.32,31.82
616,Illinois,DuPage County,49.16,50.84,12.58,12.59,26.24,30.18
617,Illinois,Edgar County,49.0,51.0,10.82,10.83,23.81,38.19
618,Illinois,Edwards County,48.94,51.06,10.82,10.41,24.18,36.09
619,Illinois,Effingham County,49.91,50.09,11.48,12.97,23.04,32.46
620,Illinois,Fayette County,52.72,47.28,12.08,12.65,25.05,33.19
621,Illinois,Ford County,49.41,50.59,11.67,11.43,23.86,34.52
622,Illinois,Franklin County,49.24,50.76,11.12,11.48,24.45,34.89
623,Illinois,Fulton County,52.07,47.93,11.33,12.04,25.52,35.26
624,Illinois,Gallatin County,49.05,50.95,9.88,10.52,24.73,38.73
625,Illinois,Greene County,50.55,49.45,11.25,11.41,24.56,35.41
626,Illinois,Grundy County,49.79,50.21,12.67,12.39,27.16,27.38
627,Illinois,Hamilton County,49.0,51.0,11.13,10.35,23.69,37.25
628,Illinois,Hancock County,49.46,50.54,10.16,10.48,22.91,39.19
629,Illinois,Hardin County,50.59,49.41,10.73,8.74,24.34,42.58
630,Illinois,Henderson County,48.62,51.38,9.72,9.8,22.3,43.06
631,Illinois,Henry County,49.89,50.11,11.21,10.83,24.55,35.43
632,Illinois,Iroquois County,49.23,50.77,11.54,10.39,23.2,37.49
633,Illinois,Jackson County,49.55,50.45,24.31,13.29,19.57,27.62
634,Illinois,Jasper County,50.1,49.9,11.51,10.78,23.61,35.14
635,Illinois,Jefferson County,51.48,48.52,11.02,12.69,24.77,32.87
636,Illinois,Jersey County,48.67,51.33,13.2,10.79,23.89,35.63
637,Illinois,Jo Daviess County,50.09,49.91,9.75,8.66,21.34,45.07
638,Illinois,Johnson County,54.47,45.53,11.5,12.74,24.76,36.01
639,Illinois,Kane County,49.81,50.19,13.68,11.97,27.04,27.03
640,Illinois,Kankakee County,49.31,50.69,15.03,12.25,23.83,30.51
641,Illinois,Kendall County,49.54,50.46,13.37,12.36,30.46,20.81
642,Illinois,Knox County,50.54,49.46,13.19,11.83,22.73,35.81
643,Illinois,Lake County,50.0,50.0,14.72,11.26,26.19,28.57
644,Illinois,LaSalle County,50.47,49.53,11.92,12.12,24.29,34.39
645,Illinois,Lawrence County,55.98,44.02,11.86,15.3,26.13,30.95
646,Illinois,Lee County,53.12,46.88,10.56,12.83,25.16,35.23
647,Illinois,Livingston County,50.19,49.81,11.91,12.69,23.8,33.99
648,Illinois,Logan County,50.83,49.17,13.59,13.98,24.86,31.83
649,Illinois,McDonough County,49.06,50.94,25.19,11.3,19.33,30.02
650,Illinois,McHenry County,49.77,50.23,12.74,11.52,27.13,29.95
651,Illinois,McLean County,48.52,51.48,21.16,12.82,23.11,25.34
652,Illinois,Macon County,47.88,52.12,12.37,11.93,22.79,34.39
653,Illinois,Macoupin County,49.39,50.61,11.56,10.85,24.58,35.9
654,Illinois,Madison County,48.68,51.32,11.84,13.27,24.95,32.0
655,Illinois,Marion County,48.92,51.08,10.8,11.99,23.38,34.27
656,Illinois,Marshall County,49.4,50.6,10.44,10.86,23.07,38.98
657,Illinois,Mason County,49.34,50.66,10.86,10.52,24.18,37.47
658,Illinois,Massac County,48.08,51.92,10.79,10.02,24.8,36.69
659,Illinois,Menard County,48.8,51.2,10.86,10.69,25.11,35.67
660,Illinois,Mercer County,49.85,50.15,10.83,10.26,24.64,36.98
661,Illinois,Monroe County,49.79,50.21,10.96,10.71,26.02,34.19
662,Illinois,Montgomery County,52.41,47.59,10.89,12.36,24.85,35.29
663,Illinois,Morgan County,50.56,49.44,13.59,12.51,23.88,34.57
664,Illinois,Moultrie County,48.84,51.16,11.94,11.33,23.45,32.68
665,Illinois,Ogle County,49.59,50.41,11.8,11.48,24.46,34.1
666,Illinois,Peoria County,48.51,51.49,12.6,13.58,23.75,30.2
667,Illinois,Perry County,55.23,44.77,12.66,13.79,25.37,32.47
668,Illinois,Piatt County,49.63,50.37,11.31,11.09,24.28,35.46
669,Illinois,Pike County,50.0,50.0,11.1,11.48,23.23,35.33
670,Illinois,Pope County,51.4,48.6,11.99,7.68,23.39,47.93
671,Illinois,Pulaski County,48.4,51.6,10.7,10.7,22.14,39.06
672,Illinois,Putnam County,51.11,48.89,10.94,10.35,22.81,39.83
673,Illinois,Randolph County,55.12,44.88,10.98,13.73,25.84,33.7
674,Illinois,Richland County,49.35,50.65,10.51,11.87,23.14,35.8
675,Illinois,Rock Island County,49.28,50.72,12.24,12.38,23.44,33.36
676,Illinois,St. Clair County,48.17,51.83,11.99,13.09,25.14,30.41
677,Illinois,Saline County,49.17,50.83,11.36,12.26,24.3,34.94
678,Illinois,Sangamon County,48.01,51.99,11.95,12.52,24.8,32.59
679,Illinois,Schuyler County,52.41,47.59,10.09,10.37,26.71,38.16
680,Illinois,Scott County,49.16,50.84,11.11,10.73,24.5,36.11
681,Illinois,Shelby County,49.79,50.21,10.58,10.68,23.15,38.13
682,Illinois,Stark County,49.64,50.36,11.14,10.24,22.8,38.13
683,Illinois,Stephenson County,48.63,51.37,11.13,10.42,22.31,38.71
684,Illinois,Tazewell County,49.2,50.8,11.15,11.92,25.39,33.03
685,Illinois,Union County,50.11,49.89,10.62,11.69,23.98,36.71
686,Illinois,Vermilion County,49.79,50.21,11.68,11.8,23.25,33.78
687,Illinois,Wabash County,50.4,49.6,10.85,12.02,22.22,36.52
688,Illinois,Warren County,49.36,50.64,15.82,10.59,21.97,33.63
689,Illinois,Washington County,50.04,49.96,10.56,11.52,24.28,36.33
690,Illinois,Wayne County,49.36,50.64,10.63,10.99,23.26,36.53
691,Illinois,White County,49.04,50.96,10.04,10.96,23.72,36.66
692,Illinois,Whiteside County,49.48,50.52,11.49,11.22,23.3,35.97
693,Illinois,Will County,49.62,50.38,13.91,11.92,28.11,26.38
694,Illinois,Williamson County,49.78,50.22,10.52,13.0,25.45,33.09
695,Illinois,Winnebago County,48.78,51.22,12.35,12.64,24.16,31.58
696,Illinois,Woodford County,49.99,50.01,12.81,10.37,24.69,32.62
697,Indiana,Adams County,49.96,50.04,13.34,11.49,21.29,27.37
698,Indiana,Allen County,48.93,51.07,13.32,14.14,24.16,27.1
699,Indiana,Bartholomew County,50.35,49.65,12.03,14.62,24.84,28.69
700,Indiana,Benton County,49.87,50.13,12.15,10.94,24.66,31.95
701,Indiana,Blackford County,48.98,51.02,11.1,11.8,23.01,36.39
702,Indiana,Boone County,49.71,50.29,12.19,11.97,27.61,26.74
703,Indiana,Brown County,49.39,50.61,9.77,9.56,23.77,43.17
704,Indiana,Carroll County,50.32,49.68,11.34,11.32,24.43,34.85
705,Indiana,Cass County,49.96,50.04,12.33,11.5,25.26,32.36
706,Indiana,Clark County,48.74,51.26,11.41,14.03,26.29,29.63
707,Indiana,Clay County,49.64,50.36,11.51,12.25,24.84,32.63
708,Indiana,Clinton County,49.78,50.22,12.61,12.36,23.63,29.8
709,Indiana,Crawford County,50.93,49.07,10.58,10.8,24.41,36.25
710,Indiana,Daviess County,50.45,49.55,13.14,12.57,21.98,27.61
711,Indiana,Dearborn County,49.69,50.31,11.99,11.19,25.67,33.48
712,Indiana,Decatur County,49.69,50.31,12.43,12.3,24.28,31.49
713,Indiana,DeKalb County,49.61,50.39,12.43,12.83,24.59,30.37
714,Indiana,Delaware County,48.19,51.81,22.56,11.62,21.29,29.59
715,Indiana,Dubois County,50.16,49.84,12.22,11.11,23.87,32.65
716,Indiana,Elkhart County,49.41,50.59,13.52,12.91,23.91,26.86
717,Indiana,Fayette County,49.35,50.65,11.81,11.28,24.85,34.49
